번호,종목코드,종목명,fullcode,상업코드
2458,A244920,에이플러스에셋,KR7244920005,021
2459,A245340,TIGER 미국다우존스30,KR7245340005,000
2460,A245350,TIGER 유로스탁스배당30,KR7245350004,000
2461,A245360,TIGER 차이나HSCEI,KR7245360003,000
2462,A245450,씨앤에스링크,KR7245450002,000
2463,A245620,EDGC,KR7245620000,212
2464,A245710,KINDEX 베트남VN30(합성),KR7245710009,000
2465,A246250,에스엘에스바이오,KR7246250005,000
2466,A246690,TS인베스트먼트,KR7246690002,231
2467,A246710,티앤알바이오팹,KR7246710008,266
2468,A246720,아스타,KR7246720007,266
2469,A246960,이노테라피,KR7246960009,266
2470,A247540,에코프로비엠,KR7247540008,272
2471,A247660,나노씨엠에스,KR7247660004,272
2472,A248070,솔루엠,KR7248070005,013
2473,A248170,샘표식품,KR7248170003,005
2474,A248260,TIGER 일본TOPIX헬스케어(합성),KR7248260002,000
2475,A248270,TIGER S&P글로벌헬스케어(합성),KR7248270001,000
2476,A249420,일동제약,KR7249420001,009
2477,A250000,보라티알,KR7250000007,227
2478,A250030,진코스텍,KR7250030004,000
2479,A250060,모비스,KR7250060001,355
2480,A250730,KBSTAR 차이나HSCEI(H),KR7250730009,000
2481,A250780,TIGER 코스닥150선물인버스,KR7250780004,000
2482,A250900,메디포럼,KR7250900008,699
2483,A250930,예선테크,KR7250930005,265
2484,A251270,넷마블,KR7251270005,026
2485,A251280,안지오랩,KR7251280004,000
2486,A251340,KODEX 코스닥150선물인버스,KR7251340006,000
2487,A251350,KODEX 선진국MSCI World,KR7251350005,000
2488,A251370,와이엠티,KR7251370003,265
2489,A251590,ARIRANG 고배당저변동50,KR7251590006,000
2490,A251600,ARIRANG 고배당주채권혼합,KR7251600003,000
2491,A251630,브이원텍,KR7251630000,270
2492,A251890,KINDEX 코스닥(합성),KR7251890000,000
2493,A251970,펌텍코리아,KR7251970000,265
2494,A252000,TIGER 200동일가중,KR7252000005,000
2495,A252400,KBSTAR 200선물레버리지,KR7252400007,000
2496,A252410,KBSTAR 200선물인버스,KR7252410006,000
2497,A252420,KBSTAR 200선물인버스2X,KR7252420005,000
2498,A252500,세화피앤씨,KR7252500004,265
2499,A252650,KODEX 200동일가중,KR7252650007,000
2500,A252670,KODEX 200선물인버스2X,KR7252670005,000
2501,A252710,TIGER 200선물인버스2X,KR7252710009,000
2502,A252720,KBSTAR 모멘텀밸류,KR7252720008,000
2503,A252730,KBSTAR 모멘텀로우볼,KR7252730007,000
2504,A252980,대영씨엔이,KR7252980008,699
2505,A252990,샘씨엔에스,KR7252990007,359
2506,A253150,ARIRANG 200선물레버리지,KR7253150007,000
2507,A253160,ARIRANG 200선물인버스2X,KR7253160006,000
2508,A253230,KOSEF 200선물인버스2X,KR7253230007,000
2509,A253240,KOSEF 200선물인버스,KR7253240006,000
2510,A253250,KOSEF 200선물레버리지,KR7253250005,000
2511,A253280,KBSTAR 헬스케어,KR7253280002,000
2512,A253290,KBSTAR 헬스케어채권혼합,KR7253290001,000
2513,A253450,스튜디오드래곤,KR7253450001,237
2514,A253590,네오셈,KR7253590004,359
2515,A253610,루트락,KR7253610000,000
2516,A253840,수젠텍,KR7253840003,274
2517,A254120,자비스,KR7254120009,270
2518,A255220,SG,KR7255220006,267
2519,A255440,야스,KR7255440000,360
2520,A256150,한독크린텍,KR7256150004,270
2521,A256440,KINDEX 인도네시아MSCI(합성),KR7256440009,000
2522,A256450,ARIRANG 심천차이넥스트(합성),KR7256450008,000
2523,A256630,포인트엔지니어링,KR7256630005,268
2524,A256750,KODEX 심천ChiNext(합성),KR7256750001,000
2525,A256840,한국비엔씨,KR7256840000,266
2526,A256940,케이피에스,KR7256940008,359
2527,A257370,명성티엔에스,KR7257370007,360
2528,A257990,나우코스,KR7257990002,000
2529,A258000,미로,KR7258000009,699
2530,A258050,테크트랜스,KR7258050004,000
2531,A258250,셀젠텍,KR7258250000,000
2532,A258540,스템랩,KR7258540004,000
2533,A258610,이더블유케이,KR7258610005,268
2534,A258790,소프트캠프,KR7258790005,263
2535,A258830,세종메디칼,KR7258830009,274
2536,A259630,엠플러스,KR7259630002,270
2537,A259960,크래프톤,KR7259960003,026
2538,A260660,알리코제약,KR7260660006,266
2539,A260870,시그넷이브이,KR7260870001,000
2540,A260930,씨티케이,KR7260930003,265
2541,A260970,에스앤디,KR7260970009,000
2542,A261060,TIGER 코스닥150IT,KR7261060008,000
2543,A261070,TIGER 코스닥150바이오테크,KR7261070007,000
2544,A261110,TIGER 미국달러선물레버리지,KR7261110001,000
2545,A261120,TIGER 미국달러선물인버스2X,KR7261120000,000
2546,A261140,TIGER 우선주,KR7261140008,000
2547,A261200,덴티스,KR7261200000,274
2548,A261220,KODEX WTI원유선물(H),KR7261220008,000
2549,A261240,KODEX 미국달러선물,KR7261240006,000
2550,A261250,KODEX 미국달러선물레버리지,KR7261250005,000
2551,A261260,KODEX 미국달러선물인버스2X,KR7261260004,000
2552,A261270,KODEX 미국달러선물인버스,KR7261270003,000
2553,A261720,엑심베이,KR7261720007,699
2554,A261920,KINDEX 필리핀MSCI(합성),KR7261920003,000
2555,A262260,에이프로,KR7262260003,272
2556,A262840,아이퀘스트,KR7262840002,355
2557,A263020,디케이앤디,KR7263020000,265
2558,A263050,유틸렉스,KR7263050007,266
2559,A263540,샘코,KR7263540007,275
2560,A263600,덕우전자,KR7263600009,272
2561,A263690,디알젬,KR7263690000,274
2562,A263700,케어랩스,KR7263700007,355
2563,A263720,디앤씨미디어,KR7263720005,354
2564,A263750,펄어비스,KR7263750002,354
2565,A263770,유에스티,KR7263770000,268
2566,A263800,데이타솔루션,KR7263800005,358
2567,A263810,상신전자,KR7263810004,272
2568,A263860,지니언스,KR7263860009,355
2569,A263920,휴온스블러썸,KR7263920001,277
2570,A264450,유비쿼스,KR7264450008,357
2571,A264660,씨앤지하이테크,KR7264660002,359
2572,A264850,이랜시스,KR7264850009,272
2573,A264900,크라운제과,KR7264900002,005
2574,A26490K,크라운제과우,KR726490K013,005
2575,A265520,AP시스템,KR7265520007,359
2576,A265560,영화테크,KR7265560003,275
2577,A265690,KINDEX 러시아MSCI(합성),KR7265690008,000
2578,A265740,엔에프씨,KR7265740001,265
2579,A266160,KBSTAR 고배당,KR7266160001,000
2580,A266170,뿌리깊은나무들,KR7266170000,000
2581,A266360,KODEX 미디어&엔터테인먼트,KR7266360007,000
2582,A266370,KODEX IT,KR7266370006,000
2583,A266390,KODEX 경기소비재,KR7266390004,000
2584,A266410,KODEX 필수소비재,KR7266410000,000
2585,A266420,KODEX 헬스케어,KR7266420009,000
2586,A266470,바이오인프라생명과학,KR7266470004,000
2587,A266550,ARIRANG 중형주저변동50,KR7266550003,000
2588,A266870,파워풀엑스,KR7266870005,000
2589,A267060,명진홀딩스,KR7267060002,000
2590,A267250,현대중공업지주,KR7267250009,008
2591,A267260,현대일렉트릭,KR7267260008,013
2592,A267270,현대건설기계,KR7267270007,012
2593,A267290,경동도시가스,KR7267290005,017
2594,A267320,나인테크,KR7267320000,360
2595,A267440,KBSTAR 미국장기국채선물(H),KR7267440006,000
2596,A267450,KBSTAR 미국장기국채선물인버스(H),KR7267450005,000
2597,A267490,KBSTAR 미국장기국채선물레버리지(합성 H),KR7267490001,000
2598,A267500,KBSTAR 미국장기국채선물인버스2X(합성 H),KR7267500007,000
2599,A267770,TIGER 200선물레버리지,KR7267770006,000
2600,A267790,배럴,KR7267790004,258
2601,A267810,앙츠,KR7267810000,000
2602,A267850,아시아나IDT,KR7267850006,026
2603,A267980,매일유업,KR7267980001,256
2604,A268030,스마트골프,KR7268030004,699
2605,A268280,미원에스씨,KR7268280005,008
2606,A268600,셀리버리,KR7268600004,212
2607,A269370,TIGER S&P글로벌인프라(합성),KR7269370003,000
2608,A269420,KODEX S&P글로벌인프라(합성),KR7269420006,000
2609,A269530,ARIRANG S&P글로벌인프라,KR7269530002,000
2610,A269540,ARIRANG 미국S&P500(H),KR7269540001,000
2611,A269620,시스웍,KR7269620001,274
2612,A270020,이십일스토어,KR7270020001,000
2613,A270210,에스알바이오텍,KR7270210008,000
2614,A270520,지엔원에너지,KR7270520000,212
2615,A270660,에브리봇,KR7270660004,272
2616,A270800,KBSTAR KQ고배당,KR7270800006,000
2617,A270810,KBSTAR 코스닥150,KR7270810005,000
2618,A270870,뉴트리,KR7270870009,256
2619,A271050,KODEX WTI원유선물인버스(H),KR7271050007,000
2620,A271060,KODEX 3대농산물선물(H),KR7271060006,000
2621,A271560,오리온,KR7271560005,005
2622,A271850,다이오진,KR7271850000,000
2623,A271980,제일약품,KR7271980005,009
2624,A272110,케이엔제이,KR7272110008,270
2625,A272210,한화시스템,KR7272210006,013
2626,A272220,KINDEX 스마트모멘텀,KR7272220005,000
2627,A272230,KINDEX 스마트밸류,KR7272230004,000
2628,A272290,이녹스첨단소재,KR7272290008,360
2629,A272450,진에어,KR7272450008,019
2630,A272550,삼양패키징,KR7272550005,008
2631,A272560,KBSTAR 단기국공채액티브,KR7272560004,000
2632,A272570,KBSTAR 중장기국공채액티브,KR7272570003,000
2633,A272580,TIGER 단기채권액티브,KR7272580002,000
2634,A272910,KINDEX 중장기국공채액티브,KR7272910001,000
2635,A273060,와이즈버즈,KR7273060004,212
2636,A273130,KODEX 종합채권(AA-이상)액티브,KR7273130005,000
2637,A273140,KODEX 단기변동금리부채권액티브,KR7273140004,000
2638,A274090,켄코아에어로스페이스,KR7274090000,275
2639,A274460,사운드백신,KR7274460005,699
2640,A275280,KODEX MSCI모멘텀,KR7275280006,000
2641,A275290,KODEX MSCI밸류,KR7275290005,000
2642,A275300,KODEX MSCI퀄리티,KR7275300002,000
2643,A275630,에스에스알,KR7275630002,355
2644,A275750,KBSTAR 코스닥150선물인버스,KR7275750008,000
2645,A275980,TIGER 글로벌4차산업혁신기술(합성 H),KR7275980001,000
2646,A276000,TIGER 글로벌자원생산기업(합성 H),KR7276000007,000
2647,A276240,엘리비젼,KR7276240009,000
2648,A276620,비보존,KR7276620002,699
2649,A276650,KBSTAR 글로벌4차산업IT(합성 H),KR7276650009,000
2650,A276730,제주맥주,KR7276730009,256
2651,A276970,KODEX 미국S&P고배당커버드콜(합성 H),KR7276970001,000
2652,A276990,KODEX 글로벌4차산업로보틱스(합성),KR7276990009,000
2653,A277070,린드먼아시아,KR7277070009,231
2654,A277410,인산가,KR7277410007,256
2655,A277540,KINDEX S&P아시아TOP50,KR7277540001,000
2656,A277630,TIGER 코스피,KR7277630000,000
2657,A277640,TIGER 코스피대형주,KR7277640009,000
2658,A277650,TIGER 코스피중형주,KR7277650008,000
2659,A277810,레인보우로보틱스,KR7277810008,270
2660,A277880,티에스아이,KR7277880001,270
2661,A278240,KBSTAR 코스닥150선물레버리지,KR7278240007,000
2662,A278280,천보,KR7278280003,265
2663,A278420,ARIRANG ESG우수기업,KR7278420005,000
2664,A278530,KODEX 200TR,KR7278530001,000
2665,A278540,KODEX MSCI Korea TR,KR7278540000,000
2666,A278620,ARIRANG 단기채권액티브,KR7278620000,000
2667,A278650,노터스,KR7278650007,212
2668,A278990,EMB,KR7278990007,000
2669,A279000,서울개인택시복지법인,KR7279000004,699
2670,A279060,이노벡스,KR7279060008,000
2671,A279530,KODEX 고배당,KR7279530000,000
2672,A279540,KODEX 최소변동성,KR7279540009,000
2673,A279600,미디어젠,KR7279600001,355
2674,A280140,사우스케이프,KR7280140005,699
2675,A280320,KINDEX 미국IT인터넷S&P(합성 H),KR7280320003,000
2676,A280360,롯데제과,KR7280360009,005
2677,A280920,ARIRANG 주도업종,KR7280920000,000
2678,A280930,KODEX 미국러셀2000(H),KR7280930009,000
2679,A280940,KODEX 골드선물인버스(H),KR7280940008,000
2680,A281310,바이오시네틱스,KR7281310003,000
2681,A281740,레이크머티리얼즈,KR7281740001,265
2682,A281820,케이씨텍,KR7281820001,014
2683,A281990,KBSTAR 중소형고배당,KR7281990002,000
2684,A282000,KBSTAR 국고채3년선물인버스,KR7282000009,000
2685,A282330,BGF리테일,KR7282330000,016
2686,A282690,동아타이어,KR7282690007,008
2687,A282880,코윈테크,KR7282880004,270
2688,A283580,KODEX 중국본토CSI300,KR7283580009,000
2689,A284430,KODEX 200미국채혼합,KR7284430006,000
2690,A284620,카이노스메드,KR7284620002,212
2691,A284740,쿠쿠홈시스,KR7284740008,026
2692,A284980,KBSTAR 200금융,KR7284980000,000
2693,A284990,KBSTAR 200에너지화학,KR7284990009,000
2694,A285000,KBSTAR 200IT,KR7285000006,000
2695,A285010,KBSTAR 200중공업,KR7285010005,000
2696,A285020,KBSTAR 200철강소재,KR7285020004,000
2697,A285130,SK케미칼,KR7285130001,008
2698,A28513K,SK케미칼우,KR728513K010,008
2699,A285490,노바텍,KR7285490009,277
2700,A285690,FOCUS ESG리더스,KR7285690004,000
2701,A285770,라이프사이언스테크놀로지,KR7285770004,000
2702,A286000,씨엔티드림,KR7286000005,000
2703,A286750,나노브릭,KR7286750005,265
2704,A286940,롯데정보통신,KR7286940002,026
2705,A287180,ARIRANG 미국나스닥기술주,KR7287180004,000
2706,A287300,KBSTAR 200건설,KR7287300008,000
2707,A287310,KBSTAR 200경기소비재,KR7287310007,000
2708,A287320,KBSTAR 200산업재,KR7287320006,000
2709,A287330,KBSTAR 200생활소비재,KR7287330005,000
2710,A287410,제이시스메디칼,KR7287410005,274
2711,A288330,브릿지바이오테라퓨틱스,KR7288330004,266
2712,A288490,나라소프트,KR7288490006,000
2713,A288620,에스퓨얼셀,KR7288620008,272
2714,A289010,아이스크림에듀,KR7289010001,263
2715,A289040,KODEX MSCI KOREA ESG유니버설,KR7289040008,000
2716,A289080,SV인베스트먼트,KR7289080004,231
2717,A289220,자이언트스텝,KR7289220006,237
2718,A289250,TIGER MSCI KOREA ESG유니버설,KR7289250003,000
2719,A289260,TIGER MSCI KOREA ESG리더스,KR7289260002,000
2720,A289480,TIGER 200커버드콜ATM,KR7289480006,000
2721,A289670,ARIRANG 국채선물10년,KR7289670002,000
2722,A290080,KBSTAR 200고배당커버드콜ATM,KR7290080001,000
2723,A290120,대유에이피,KR7290120005,275
2724,A290130,KBSTAR ESG사회책임투자,KR7290130004,000
2725,A290270,휴네시온,KR7290270008,355
2726,A290380,대유,KR7290380005,265
2727,A290510,코리아센터,KR7290510007,355
2728,A290520,신도기연,KR7290520006,270
2729,A290550,디케이티,KR7290550003,360
2730,A290650,엘앤씨바이오,KR7290650001,266
2731,A290660,네오펙트,KR7290660000,274
2732,A290670,대보마그네틱,KR7290670009,270
2733,A290690,소룩스,KR7290690007,272
2734,A290720,푸드나무,KR7290720002,227
2735,A290740,액트로,KR7290740000,360
2736,A291130,KINDEX 멕시코MSCI(합성),KR7291130003,000
2737,A291230,삼성스팩2호,KR7291230001,231
2738,A291620,KOSEF 코스닥150선물인버스,KR7291620003,000
2739,A291630,KOSEF 코스닥150선물레버리지,KR7291630002,000
2740,A291650,압타머사이언스,KR7291650000,212
2741,A291680,KBSTAR 차이나H선물인버스(H),KR7291680007,000
2742,A291890,KODEX MSCI EM선물(H),KR7291890002,000
2743,A292050,KBSTAR KRX300,KR7292050002,000
2744,A292150,TIGER TOP10,KR7292150000,000
2745,A292160,TIGER KRX300,KR7292160009,000
2746,A292190,KODEX KRX300,KR7292190006,000
2747,A292340,마이티 200커버드콜ATM레버리지,KR7292340007,000
2748,A292500,SMART KRX300,KR7292500006,000
2749,A292560,TIGER 일본엔선물,KR7292560000,000
2750,A292730,FOCUS KRX300,KR7292730009,000
2751,A292750,ARIRANG KRX300,KR7292750007,000
2752,A292770,KODEX 국채선물3년인버스,KR7292770005,000
2753,A293180,HANARO 200,KR7293180006,000
2754,A293290,아이엔오기술,KR7293290003,699
2755,A293480,하나제약,KR7293480000,009
2756,A293490,카카오게임즈,KR7293490009,354
2757,A293580,나우IB,KR7293580007,231
2758,A293780,압타바이오,KR7293780003,212
2759,A293940,신한알파리츠,KR7293940003,026
2760,A294090,이오플로우,KR7294090006,274
2761,A294140,레몬,KR7294140009,265
2762,A294400,KOSEF 200TR,KR7294400007,000
2763,A294570,쿠콘,KR7294570007,355
2764,A294630,서남,KR7294630009,272
2765,A294870,HDC현대산업개발,KR7294870001,018
2766,A295000,KBSTAR 국채선물10년,KR7295000004,000
2767,A295020,KBSTAR 국채선물10년인버스,KR7295020002,000
2768,A295040,SMART 200TR,KR7295040000,000
2769,A295820,ARIRANG 200동일가중,KR7295820005,000
2770,A297090,씨에스베어링,KR7297090003,270
2771,A297570,알로이스,KR7297570004,357
2772,A297890,HB솔루션,KR7297890006,270
2773,A298000,효성화학,KR7298000001,008
2774,A298020,효성티앤씨,KR7298020009,008
2775,A298040,효성중공업,KR7298040007,013
2776,A298050,효성첨단소재,KR7298050006,008
2777,A298060,에스씨엠생명과학,KR7298060005,266
2778,A298340,ARIRANG 국채선물3년,KR7298340001,000
2779,A298380,에이비엘바이오,KR7298380007,266
2780,A298420,넷마블네오,KR7298420001,699
2781,A298540,더네이쳐홀딩스,KR7298540006,258
2782,A298690,에어부산,KR7298690009,019
2783,A298770,KODEX 한국대만IT프리미어,KR7298770009,000
2784,A299030,하나기술,KR7299030007,270
2785,A299070,KINDEX 국채선물10년인버스,KR7299070003,000
2786,A299080,KINDEX 국채선물3년인버스,KR7299080002,000
2787,A299170,더블유에스아이,KR7299170001,227
2788,A299480,지앤이헬스케어,KR7299480004,000
2789,A299660,셀리드,KR7299660001,212
2790,A299670,에스엠비나,KR7299670000,000
2791,A299900,위지윅스튜디오,KR7299900001,237
2792,A299910,베스파,KR7299910000,354
2793,A300080,플리토,KR7300080009,354
2794,A300120,라온피플,KR7300120003,360
2795,A300610,TIGER K게임,KR7300610003,000
2796,A300640,KBSTAR 게임테마,KR7300640000,000
2797,A300720,한일시멘트,KR7300720000,010
2798,A300950,KODEX 게임산업,KR7300950003,000
2799,A301300,바이브컴퍼니,KR7301300000,355
2800,A301400,ARIRANG 코스닥150,KR7301400008,000
2801,A301410,ARIRANG 코스닥150선물인버스,KR7301410007,000
2802,A301440,ARIRANG 코스피중형주,KR7301440004,000
2803,A302170,TIGER 국채선물3년인버스,KR7302170006,000
2804,A302180,TIGER 국채선물10년인버스,KR7302180005,000
2805,A302190,TIGER 중장기국채,KR7302190004,000
2806,A302430,이노메트리,KR7302430004,270
2807,A302440,SK바이오사이언스,KR7302440003,009
2808,A302450,KBSTAR 코스피,KR7302450002,000
2809,A302550,리메드,KR7302550009,274
2810,A302920,더콘텐츠온,KR7302920004,000
2811,A303030,지니틱스,KR7303030001,359
2812,A303360,프로테옴텍,KR7303360002,000
2813,A303530,이노뎁,KR7303530000,355
2814,A304100,솔트룩스,KR7304100001,355
2815,A304660,KODEX 미국채울트라30년선물(H),KR7304660004,000
2816,A304670,KODEX 미국채울트라30년선물인버스(H),KR7304670003,000
2817,A304760,HANARO KRX300,KR7304760002,000
2818,A304770,HANARO 코스닥150,KR7304770001,000
2819,A304780,HANARO 200선물레버리지,KR7304780000,000
2820,A304840,피플바이오,KR7304840002,266
2821,A304940,KODEX 미국나스닥100선물(H),KR7304940000,000
2822,A305050,KINDEX 코스피,KR7305050007,000
2823,A305080,TIGER 미국채10년선물,KR7305080004,000
2824,A305090,마이크로디지탈,KR7305090003,274
2825,A305540,TIGER 2차전지테마,KR7305540007,000
2826,A305720,KODEX 2차전지산업,KR7305720005,000
2827,A306040,에스제이그룹,KR7306040007,258
2828,A306200,세아제강,KR7306200007,011
2829,A306520,HANARO 200선물인버스,KR7306520008,000
2830,A306530,HANARO 코스닥150선물레버리지,KR7306530007,000
2831,A306620,네온테크,KR7306620006,270
2832,A306950,KODEX KRX300레버리지,KR7306950007,000
2833,A307010,KBSTAR KRX300레버리지,KR7307010009,000
2834,A307180,아이엘사이언스,KR7307180000,272
2835,A307280,원바이오젠,KR7307280008,266
2836,A307510,TIGER 의료기기,KR7307510008,000
2837,A307520,TIGER 지주회사,KR7307520007,000
2838,A307750,국전약품,KR7307750000,266
2839,A307870,상상인이안1호스팩,KR7307870006,231
2840,A307930,컴퍼니케이,KR7307930008,231
2841,A307950,현대오토에버,KR7307950006,026
2842,A308100,까스텔바작,KR7308100007,227
2843,A308170,센트랄모텍,KR7308170000,015
2844,A308620,KODEX 미국채10년선물,KR7308620004,000
2845,A308700,테크엔,KR7308700004,000
2846,A309210,ARIRANG KRX300헬스케어,KR7309210003,000
2847,A309230,KINDEX 미국WideMoat가치주,KR7309230001,000
2848,A309900,티티씨디펜스,KR7309900009,000
2849,A309930,오하임아이엔티,KR7309930006,227
2850,A310080,KBSTAR 중국MSCI China(H),KR7310080007,000
2851,A310200,애니플러스,KR7310200001,237
2852,A310840,엔에이치스팩13호,KR7310840004,231
2853,A310870,한국제8호스팩,KR7310870001,231
2854,A310960,TIGER 200TR,KR7310960000,000
2855,A310970,TIGER MSCI Korea TR,KR7310970009,000
2856,A311060,엘에이티,KR7311060008,000
2857,A311390,네오크레마,KR7311390009,256
2858,A311690,천랩,KR7311690002,212
2859,A312610,에이에프더블류,KR7312610009,272
2860,A313750,유안타제4호스팩,KR7313750002,231
2861,A313760,윌링스,KR7313760001,272
2862,A314130,지놈앤컴퍼니,KR7314130006,266
2863,A314250,KODEX 미국FANG플러스(H),KR7314250002,000
2864,A314700,HANARO 농업융복합산업,KR7314700006,000
2865,A314930,바이오다인,KR7314930009,274
2866,A315270,TIGER 200커뮤니케이션서비스,KR7315270009,000
2867,A315480,KBSTAR 200커뮤니케이션서비스,KR7315480004,000
2868,A315930,KODEX Top5PlusTR,KR7315930008,000
2869,A315960,KBSTAR 대형고배당10TR,KR7315960005,000
2870,A316140,우리금융지주,KR7316140003,021
2871,A316300,KINDEX 싱가포르리츠,KR7316300003,000
2872,A316640,마이지놈박스,KR7316640002,699
2873,A316670,KOSEF 코스닥150,KR7316670009,000
2874,A317030,케이비17호스팩,KR7317030005,231
2875,A317120,라닉스,KR7317120004,272
2876,A317240,TS트릴리온,KR7317240000,265
2877,A317320,한화에스비아이스팩,KR7317320000,231
2878,A317330,덕산테코피아,KR7317330009,359
2879,A317400,자이에스앤디,KR7317400000,026
2880,A317530,캐리소프트,KR7317530004,237
2881,A317690,퀀타매트릭스,KR7317690006,274
2882,A317770,슈프리마아이디,KR7317770006,272
2883,A317830,에스피시스템스,KR7317830008,270
2884,A317850,대모,KR7317850006,270
2885,A317860,노드메이슨,KR7317860005,000
2886,A317870,엔바이오니아,KR7317870004,277
2887,A318000,한국바이오젠,KR7318000007,265
2888,A318010,팜스빌,KR7318010006,256
2889,A318020,포인트모바일,KR7318020005,272
2890,A318410,비비씨,KR7318410008,277
2891,A318660,타임기술,KR7318660008,000
2892,A319400,현대무벡스,KR7319400008,270
2893,A319640,TIGER 골드선물(H),KR7319640009,000
2894,A319660,피에스케이,KR7319660007,359
2895,A319870,KBSTAR KRX300미국달러선물혼합,KR7319870002,000
2896,A320000,윈텍,KR7320000003,270
2897,A321260,유진스팩4호,KR7321260002,231
2898,A321410,KODEX 멀티에셋하이인컴(H),KR7321410003,000
2899,A321550,티움바이오,KR7321550006,212
2900,A321820,와이더플래닛,KR7321820003,263
2901,A322000,현대에너지솔루션,KR7322000001,013
2902,A322120,KINDEX 스마트퀄리티,KR7322120007,000
2903,A322130,KINDEX 스마트로우볼,KR7322130006,000
2904,A322150,KINDEX 스마트하이베타,KR7322150004,000
2905,A322180,티라유텍,KR7322180001,355
2906,A322190,에이스캠퍼,KR7322190000,000
2907,A322310,오로스테크놀로지,KR7322310004,270
2908,A322400,HANARO e커머스,KR7322400003,000
2909,A322410,HANARO 고배당,KR7322410002,000
2910,A322510,제이엘케이,KR7322510009,355
2911,A322780,코퍼스코리아,KR7322780008,237
2912,A322970,무진메디,KR7322970005,000
2913,A323210,이베스트이안스팩1호,KR7323210005,231
2914,A323230,엠에프엠코리아,KR7323230003,258
2915,A323280,신영스팩5호,KR7323280008,231
2916,A323350,다원넥스뷰,KR7323350009,000
2917,A323410,카카오뱅크,KR7323410001,022
2918,A323530,아이월드제약,KR7323530006,699
2919,A323940,케이비제18호스팩,KR7323940007,231
2920,A323990,박셀바이오,KR7323990002,212
2921,A325010,KODEX Fn성장,KR7325010007,000
2922,A325020,KODEX 배당가치,KR7325020006,000
2923,A326030,SK바이오팜,KR7326030004,026
2924,A326230,KBSTAR 내수주플러스,KR7326230000,000
2925,A326240,KBSTAR IT플러스,KR7326240009,000
2926,A327260,RF머트리얼즈,KR7327260006,277
2927,A327610,펨토바이오메드,KR7327610002,000
2928,A327970,케어룸의료산업,KR7327970000,000
2929,A328270,리독스바이오,KR7328270004,699
2930,A328370,ARIRANG 코스피TR,KR7328370002,000
2931,A328380,미래에셋대우스팩3호,KR7328380001,231
2932,A329020,오션스톤,KR7329020002,000
2933,A329200,TIGER 부동산인프라고배당,KR7329200000,000
2934,A329560,상상인이안제2호스팩,KR7329560007,231
2935,A329650,KODEX TRF3070,KR7329650006,000
2936,A329660,KODEX TRF5050,KR7329660005,000
2937,A329670,KODEX TRF7030,KR7329670004,000
2938,A329750,TIGER 미국달러단기채권액티브,KR7329750004,000
2939,A330350,위더스제약,KR7330350000,266
2940,A330590,롯데리츠,KR7330590001,026
2941,A330860,네패스아크,KR7330860008,359
2942,A330990,케이비제19호스팩,KR7330990003,231
2943,A331380,유진스팩5호,KR7331380006,231
2944,A331520,교보9호스팩,KR7331520007,231
2945,A331660,한국미라클피플사,KR7331660001,000
2946,A331910,KOSEF Fn중소형,KR7331910000,000
2947,A331920,셀레믹스,KR7331920009,266
2948,A332290,대신밸런스제7호스팩,KR7332290006,231
2949,A332370,아이디피,KR7332370006,358
2950,A332500,KINDEX 200TR,KR7332500008,000
2951,A332570,와이팜,KR7332570001,360
2952,A332610,ARIRANG 미국단기우량회사채,KR7332610005,000
2953,A332620,ARIRANG 미국장기우량회사채,KR7332620004,000
2954,A332710,하나금융14호스팩,KR7332710003,231
2955,A332930,HANARO 200TR,KR7332930007,000
2956,A332940,HANARO MSCI Korea TR,KR7332940006,000
2957,A333050,신한제6호스팩,KR7333050003,231
2958,A333430,일승,KR7333430007,275
2959,A333620,엔시스,KR7333620003,272
2960,A333940,ARIRANG KS로우볼가중TR,KR7333940005,000
2961,A333950,ARIRANG KS로우사이즈가중TR,KR7333950004,000
2962,A333960,ARIRANG KS모멘텀가중TR,KR7333960003,000
2963,A333970,ARIRANG KS밸류가중TR,KR7333970002,000
2964,A333980,ARIRANG KS퀄리티가중TR,KR7333980001,000
2965,A334690,KBSTAR 팔라듐선물(H),KR7334690005,000
2966,A334700,KBSTAR 팔라듐선물인버스(H),KR7334700002,000
2967,A334890,이지스밸류리츠,KR7334890001,026
2968,A334970,프레스티지바이오로직스,KR7334970001,266
2969,A335810,프리시젼바이오,KR7335810008,274
2970,A335870,IBKS제12호스팩,KR7335870002,231
2971,A335890,비올,KR7335890000,274
2972,A336040,이도바이오,KR7336040001,000
2973,A336060,유안타제5호스팩,KR7336060009,231
2974,A336160,KBSTAR 금융채액티브,KR7336160007,000
2975,A336260,두산퓨얼셀,KR7336260005,013
2976,A33626K,두산퓨얼셀1우,KR733626K013,013
2977,A33626L,두산퓨얼셀2우B,KR733626K021,013
2978,A336370,솔루스첨단소재,KR7336370002,013
2979,A33637K,솔루스첨단소재1우,KR733637K010,013
2980,A33637L,솔루스첨단소재2우B,KR733637K028,013
2981,A336570,대신밸런스제8호스팩,KR7336570007,231
2982,A337120,KODEX Fn멀티팩터,KR7337120000,000
2983,A337140,KODEX 코스피대형주,KR7337140008,000
2984,A337150,KODEX 200exTOP,KR7337150007,000
2985,A337160,KODEX 200ESG,KR7337160006,000
2986,A337450,SK5호스팩,KR7337450001,231
2987,A337840,유엑스엔,KR7337840003,000
2988,A337930,브랜드엑스코퍼레이션,KR7337930002,353
